Kingdom,Phylum,Class,Order,Family,Genus,Species,Infrarank,Subpopulation,Taxon ID,Friendly Name,Taxonomic Authority 
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,DIPODIDAE,Euchoreutes,naso,N/A,N/A,8162,"Euchoreutes naso","Sclater, 1891"
ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Cryptotis,venezuelensis,N/A,N/A,48267978,"Cryptotis venezuelensis","Quiroga-Carmona, 2013"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Taeromys,dominator,N/A,N/A,16375,"Taeromys dominator","(O. Thomas, 1921)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Paruromys,ursinus,N/A,N/A,16376,"Paruromys ursinus","(Sody, 1941)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,DASYPROCTIDAE,Dasyprocta,iacki,N/A,N/A,89531729,"Dasyprocta iacki","Feijó and Langguth, 2013"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Abrawayaomys,ruschii,N/A,N/A,16,"Abrawayaomys ruschii","Cunha &amp; Cruz, 1979"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,ABROCOMIDAE,Abrocoma,boliviensis,N/A,N/A,18,"Abrocoma boliviensis","Glanz &amp; Anderson, 1990"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Paulamys,naso,N/A,N/A,16426,"Paulamys naso","(Musser, 1981)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Lophuromys,makundii,N/A,N/A,47997538,"Lophuromys makundii"," W. Verheyen, Hulsemans, Dierckx, Mulungu, Leirs, Corti &amp; E. Verheyen, 2007"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Euneomys,chinchilloides,N/A,N/A,8256,"Euneomys chinchilloides","(Waterhouse, 1839)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Euneomys,mordax,N/A,N/A,8257,"Euneomys mordax","Thomas, 1912"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Euneomys,petersoni,N/A,N/A,8258,"Euneomys petersoni","J.A. Allen, 1903"
ANIMALIA,CHORDATA,MAMMALIA,SCANDENTIA,TUPAIIDAE,Tupaia,salatana,N/A,N/A,111871663,"Tupaia salatana","Lyon, 1913"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CTENODACTYLIDAE,Pectinator,spekei,N/A,N/A,16458,"Pectinator spekei","Blyth, 1856"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Eupetaurus,cinereus,N/A,N/A,8269,"Eupetaurus cinereus","Thomas, 1888"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,PEDETIDAE,Pedetes,capensis,N/A,N/A,16467,"Pedetes capensis","(Forster, 1778)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Pelomys,hopkinsi,N/A,N/A,16506,"Pelomys hopkinsi","Hayman, 1955"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Pelomys,isseli,N/A,N/A,16507,"Pelomys isseli","(de Beaux, 1924)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Pelomys,campanae,N/A,N/A,16508,"Pelomys campanae","(Huet, 1888)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Pelomys,fallax,N/A,N/A,16509,"Pelomys fallax","(Peters, 1852)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Pelomys,minor,N/A,N/A,16510,"Pelomys minor","Cabrera &amp; Ruxton, 1926"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,HETEROMYIDAE,Dipodomys,ornatus,N/A,N/A,92464382,"Dipodomys ornatus","Merriam, 1894"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,ECHIMYIDAE,Phyllomys,sulinus,N/A,N/A,47792718,"Phyllomys sulinus","Leite, Christoff &amp; Fagundes, 2008"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Thomasomys,pyrrhonotus,N/A,N/A,96789732,"Thomasomys pyrrhonotus","Thomas, 1886"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Leptomys,paulus,N/A,N/A,47989221,"Leptomys paulus","Musser, Helgen &amp; Lunde, 2008"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Lophuromys,sabunii,N/A,N/A,47997414,"Lophuromys sabunii"," W. Verheyen, Hulsemans, Dierckx, Mulungu, Leirs, Corti &amp; E. Verheyen, 2007"
ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,TALPIDAE,Euroscaptor,mizura,N/A,N/A,8385,"Euroscaptor mizura","(Günther, 1880)"
ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,TALPIDAE,Euroscaptor,parvidens,N/A,N/A,8386,"Euroscaptor parvidens","Miller, 1940"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,NESOMYIDAE,Cricetomys,ansorgei,N/A,N/A,112256552,"Cricetomys ansorgei","Thomas, 1904"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,ECHIMYIDAE,Euryzygomatomys,spinosus,N/A,N/A,8418,"Euryzygomatomys spinosus","(G. Fischer, 1814)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Exilisciurus,concinnus,N/A,N/A,8436,"Exilisciurus concinnus","(Thomas, 1888)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Exilisciurus,exilis,N/A,N/A,8437,"Exilisciurus exilis","(Müller, 1838)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Exilisciurus,whiteheadi,N/A,N/A,8438,"Exilisciurus whiteheadi","(Thomas, 1887)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,HETEROMYIDAE,Perognathus,longimembris,brevinasus,16630,"Perognathus longimembris ssp. brevinasus","Osgood, 1900"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,HETEROMYIDAE,Perognathus,alticola,N/A,N/A,16631,"Perognathus alticola","Rhoads, 1894"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,HETEROMYIDAE,Perognathus,inornatus,psammophilus,16632,"Perognathus inornatus ssp. psammophilus","von Bloeker, 1937"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,HETEROMYIDAE,Perognathus,amplus,N/A,N/A,16633,"Perognathus amplus","Osgood, 1900"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Praomys,degraaffi,N/A,N/A,41210,"Praomys degraaffi","Van der Straeten &amp; Kerbis Peterhans, 1999"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,HETEROMYIDAE,Perognathus,flavescens,N/A,N/A,16634,"Perognathus flavescens","Merriam, 1889"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,HETEROMYIDAE,Perognathus,flavus,N/A,N/A,16635,"Perognathus flavus","Baird, 1855"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Praomys,obscurus,N/A,N/A,41211,"Praomys obscurus","Hutterer &amp; Dieterlen, 1992"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,HETEROMYIDAE,Perognathus,longimembris,N/A,N/A,16636,"Perognathus longimembris","(Coues, 1875)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Lemniscomys,zebra,N/A,N/A,41212,"Lemniscomys zebra","(Heuglin, 1864)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,HETEROMYIDAE,Perognathus,merriami,N/A,N/A,16637,"Perognathus merriami","J.A. Allen, 1892"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,HETEROMYIDAE,Perognathus,alticola,alticola,16638,"Perognathus alticola ssp. alticola","Rhoads, 1894"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,HETEROMYIDAE,Perognathus,longimembris,bangsi,16639,"Perognathus longimembris ssp. bangsi","Mearns, 1898"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,HETEROMYIDAE,Perognathus,longimembris,internationalis,16640,"Perognathus longimembris ssp. internationalis","Huey, 1939"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,HETEROMYIDAE,Perognathus,longimembris,pacificus,16641,"Perognathus longimembris ssp. pacificus","Mearns, 1898"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,gossypinus,allapaticola,16644,"Peromyscus gossypinus ssp. allapaticola","Schwartz, 1962"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,pembertoni,N/A,N/A,16645,"Peromyscus pembertoni","Burt, 1932"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,polionotus,allophrys,16646,"Peromyscus polionotus ssp. allophrys","Bowen, 1968"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Acomys,cahirinus,N/A,N/A,263,"Acomys cahirinus","(É. Geoffroy, 1803)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,polionotus,ammobates,16647,"Peromyscus polionotus ssp. ammobates","Bowen, 1968"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Acomys,cilicicus,N/A,N/A,264,"Acomys cilicicus","Spitzenberger, 1978"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,polionotus,niveiventris,16648,"Peromyscus polionotus ssp. niveiventris","Chapman, 1889"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Acomys,cineraceus,N/A,N/A,265,"Acomys cineraceus","Heuglin, 1877"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,polionotus,phasma,16649,"Peromyscus polionotus ssp. phasma","Bangs, 1898"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Acomys,ignitus,N/A,N/A,266,"Acomys ignitus","Dollman, 1910"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,polionotus,trissyllepsis,16650,"Peromyscus polionotus ssp. trissyllepsis","Bowen, 1968"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Acomys,kempi,N/A,N/A,267,"Acomys kempi","Dollman, 1911"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,aztecus,N/A,N/A,16651,"Peromyscus aztecus","(Saussure, 1860)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,boylii,N/A,N/A,16652,"Peromyscus boylii","(Baird, 1855)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Acomys,louisae,N/A,N/A,268,"Acomys louisae","Thomas, 1896"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Acomys,minous,N/A,N/A,269,"Acomys minous","Bate, 1906"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,bullatus,N/A,N/A,16653,"Peromyscus bullatus","Osgood, 1904"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,californicus,N/A,N/A,16654,"Peromyscus californicus","(Gambel, 1848)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Acomys,mullah,N/A,N/A,270,"Acomys mullah","Thomas, 1904"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,caniceps,N/A,N/A,16655,"Peromyscus caniceps","Burt, 1932"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Acomys,nesiotes,N/A,N/A,271,"Acomys nesiotes","Bate, 1903"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,crinitus,N/A,N/A,16656,"Peromyscus crinitus","(Merriam, 1891)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Acomys,percivali,N/A,N/A,272,"Acomys percivali","Dollman, 1911"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Acomys,russatus,N/A,N/A,273,"Acomys russatus","(Wagner, 1840)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,dickeyi,N/A,N/A,16657,"Peromyscus dickeyi","Burt, 1932"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Acomys,spinosissimus,N/A,N/A,274,"Acomys spinosissimus","Peters, 1852"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,difficilis,N/A,N/A,16658,"Peromyscus difficilis","(J.A. Allen, 1891)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Acomys,subspinosus,N/A,N/A,275,"Acomys subspinosus","(Waterhouse, 1838)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,eremicus,N/A,N/A,16659,"Peromyscus eremicus","(Baird, 1858)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Acomys,wilsoni,N/A,N/A,276,"Acomys wilsoni","Thomas, 1892"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,eva,N/A,N/A,16660,"Peromyscus eva","Thomas, 1898"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,furvus,N/A,N/A,16661,"Peromyscus furvus","J.A. Allen &amp; Chapman, 1897"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,OCTODONTIDAE,Aconaemys,fuscus,N/A,N/A,278,"Aconaemys fuscus","(Waterhouse, 1842)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,grandis,N/A,N/A,16662,"Peromyscus grandis","Goodwin, 1932"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,OCTODONTIDAE,Aconaemys,sagei,N/A,N/A,279,"Aconaemys sagei","Pearson, 1984"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,gratus,N/A,N/A,16663,"Peromyscus gratus","Merriam, 1898"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,guardia,N/A,N/A,16664,"Peromyscus guardia","Townsend, 1912"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,guatemalensis,N/A,N/A,16665,"Peromyscus guatemalensis","Merriam, 1898"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,gymnotis,N/A,N/A,16666,"Peromyscus gymnotis","Thomas, 1894"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,hooperi,N/A,N/A,16667,"Peromyscus hooperi","Lee &amp; Schmidly, 1977"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,BATHYERGIDAE,Georychus,capensis,KwaZulu-Natal subpopulation,41243,"Georychus capensis KwaZulu-Natal subpopulation","(Pallas, 1778)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,interparietalis,N/A,N/A,16668,"Peromyscus interparietalis","Burt, 1932"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,leucopus,N/A,N/A,16669,"Peromyscus leucopus","(Rafinesque, 1818)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,levipes,N/A,N/A,16670,"Peromyscus levipes","Merriam, 1898"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,madrensis,N/A,N/A,16671,"Peromyscus madrensis","Merriam, 1898"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,maniculatus,N/A,N/A,16672,"Peromyscus maniculatus","(Wagner, 1845)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,mayensis,N/A,N/A,16673,"Peromyscus mayensis","Carleton &amp; Huckaby, 1975"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,megalops,N/A,N/A,16674,"Peromyscus megalops","Merriam, 1898"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,mekisturus,N/A,N/A,16675,"Peromyscus mekisturus","Merriam, 1898"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,melanocarpus,N/A,N/A,16676,"Peromyscus melanocarpus","Osgood, 1904"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,melanophrys,N/A,N/A,16677,"Peromyscus melanophrys","(Coues, 1874)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,melanotis,N/A,N/A,16678,"Peromyscus melanotis","J.A. Allen &amp; Chapman, 1897"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,melanurus,N/A,N/A,16679,"Peromyscus melanurus","Osgood, 1909"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,merriami,N/A,N/A,16680,"Peromyscus merriami","Mearns, 1896"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,mexicanus,N/A,N/A,16681,"Peromyscus mexicanus","(Saussure, 1860)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,nasutus,N/A,N/A,16682,"Peromyscus nasutus","(J.A. Allen, 1891)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,ochraventer,N/A,N/A,16683,"Peromyscus ochraventer","Baker, 1951"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,pectoralis,N/A,N/A,16684,"Peromyscus pectoralis","Osgood, 1904"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,perfulvus,N/A,N/A,16685,"Peromyscus perfulvus","Osgood, 1945"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,polius,N/A,N/A,16686,"Peromyscus polius","Osgood, 1904"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,pseudocrinitus,N/A,N/A,16687,"Peromyscus pseudocrinitus","Burt, 1932"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,sejugis,N/A,N/A,16688,"Peromyscus sejugis","Burt, 1932"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,simulus,N/A,N/A,16689,"Peromyscus simulus","Osgood, 1904"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,slevini,N/A,N/A,16690,"Peromyscus slevini","Mailliard, 1924"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,spicilegus,N/A,N/A,16691,"Peromyscus spicilegus","J.A. Allen, 1897"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,stephani,N/A,N/A,16692,"Peromyscus stephani","Townsend, 1912"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,stirtoni,N/A,N/A,16693,"Peromyscus stirtoni","Dickey, 1928"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,truei,N/A,N/A,16694,"Peromyscus truei","(Shufeldt, 1885)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,winkelmanni,N/A,N/A,16695,"Peromyscus winkelmanni","Carleton, 1977"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,yucatanicus,N/A,N/A,16696,"Peromyscus yucatanicus","J.A. Allen &amp; Chapman, 1897"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,zarhynchus,N/A,N/A,16697,"Peromyscus zarhynchus","Merriam, 1898"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,gossypinus,restrictus,16698,"Peromyscus gossypinus ssp. restrictus","A.H. Howell, 1939"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,leucopus,ammodytes,16699,"Peromyscus leucopus ssp. ammodytes","Bangs, 1905"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,polionotus,decoloratus,16700,"Peromyscus polionotus ssp. decoloratus","A.H. Howell, 1939"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,polionotus,leucocephalus,16701,"Peromyscus polionotus ssp. leucocephalus","A.H. Howell, 1920"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,polionotus,peninsularis,16702,"Peromyscus polionotus ssp. peninsularis","A.H. Howell, 1939"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Petaurillus,emiliae,N/A,N/A,16714,"Petaurillus emiliae","Thomas, 1908"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Petaurillus,hosei,N/A,N/A,16715,"Petaurillus hosei","(Thomas, 1900)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Petaurillus,kinlochii,N/A,N/A,16716,"Petaurillus kinlochii","(Robinson &amp; Kloss, 1911)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Petaurista,alborufus,N/A,N/A,16718,"Petaurista alborufus","(Milne-Edwards, 1870)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Petaurista,elegans,N/A,N/A,16719,"Petaurista elegans","(Müller, 1840)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Petaurista,leucogenys,N/A,N/A,16720,"Petaurista leucogenys","(Temminck, 1827)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Petaurista,magnificus,N/A,N/A,16721,"Petaurista magnificus","(Hodgson, 1836)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Petaurista,nobilis,N/A,N/A,16722,"Petaurista nobilis","(Gray, 1842)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Petaurista,petaurista,N/A,N/A,16723,"Petaurista petaurista","(Pallas, 1766)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Petaurista,philippensis,N/A,N/A,16724,"Petaurista philippensis","(Elliot, 1839)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Petaurista,xanthotis,N/A,N/A,16725,"Petaurista xanthotis","(Milne-Edwards, 1872)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Petinomys,crinitus,N/A,N/A,16733,"Petinomys crinitus","(Hollister, 1911)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Petinomys,fuscocapillus,N/A,N/A,16734,"Petinomys fuscocapillus","(Jerdon, 1847)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Petinomys,genibarbis,N/A,N/A,16735,"Petinomys genibarbis","(Horsfield, 1822)"
ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Crocidura,gathornei,N/A,N/A,111765432,"Crocidura gathornei","Jenkins, 2013"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Petinomys,hageni,N/A,N/A,16736,"Petinomys hageni","(Jentink, 1888)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Petinomys,lugens,N/A,N/A,16737,"Petinomys lugens","(Thomas, 1895)"
ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,NESOPHONTIDAE,Nesophontes,edithae,N/A,N/A,41313,"Nesophontes edithae","Anthony, 1916"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Hylopetes,sagitta,N/A,N/A,16738,"Hylopetes sagitta","(Linnaeus, 1766)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Petinomys,setosus,N/A,N/A,16739,"Petinomys setosus","(Temminck, 1844)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CTENODACTYLIDAE,Felovia,vae,N/A,N/A,8548,"Felovia vae","Lataste, 1886"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Petinomys,vordermanni,N/A,N/A,16740,"Petinomys vordermanni","(Jentink, 1890)"
ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Crocidura,cinderella,N/A,N/A,41317,"Crocidura cinderella","Thomas, 1911"
ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Crocidura,goliath,N/A,N/A,41318,"Crocidura goliath","Thomas, 1906"
ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Crocidura,gmelini,N/A,N/A,41319,"Crocidura gmelini","Pallas, 1811"
ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Crocidura,grandiceps,N/A,N/A,41321,"Crocidura grandiceps","Hutterer, 1983"
ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Feroculus,feroculus,N/A,N/A,8553,"Feroculus feroculus","(Kelaart, 1850)"
ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Crocidura,hildegardeae,N/A,N/A,41322,"Crocidura hildegardeae","Thomas, 1904"
ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Crocidura,hirta,N/A,N/A,41323,"Crocidura hirta","Peters, 1852"
ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Crocidura,horsfieldii,N/A,N/A,41324,"Crocidura horsfieldii","(Tomes, 1856)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Oxymycterus,paramensis,N/A,N/A,115590985,"Oxymycterus paramensis","Thomas, 1902"
ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Crocidura,jacksoni,N/A,N/A,41325,"Crocidura jacksoni","Thomas, 1904"
ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Crocidura,lamottei,N/A,N/A,41326,"Crocidura lamottei","Heim de Balsac, 1968"
ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Crocidura,lasiura,N/A,N/A,41327,"Crocidura lasiura","Dobson, 1890"
ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Crocidura,lea,N/A,N/A,41328,"Crocidura lea","Miller &amp; Hollister, 1921"
ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Crocidura,levicula,N/A,N/A,41329,"Crocidura levicula","Miller &amp; Hollister, 1921"
