Kingdom,Phylum,Class,Order,Family,Genus,Species,Infrarank,Subpopulation,Taxon ID,Friendly Name,Taxonomic Authority 
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Melomys,cervinipes,N/A,N/A,13118,"Melomys cervinipes","(Gould, 1852)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Protochromys,fellowsi,N/A,N/A,13119,"Protochromys fellowsi","(Hinton, 1943)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Melomys,fraterculus,N/A,N/A,13120,"Melomys fraterculus","(Thomas, 1920)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Melomys,gracilis,N/A,N/A,13121,"Melomys gracilis","(Thomas, 1906)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Mammelomys,lanosus,N/A,N/A,13122,"Mammelomys lanosus","(Thomas, 1922)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Melomys,leucogaster,N/A,N/A,13123,"Melomys leucogaster","(Jentink, 1908)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Paramelomys,levipes,N/A,N/A,13124,"Paramelomys levipes","(Thomas, 1897)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Paramelomys,lorentzii,N/A,N/A,13125,"Paramelomys lorentzii","(Jentink, 1908)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Paramelomys,mollis,N/A,N/A,13126,"Paramelomys mollis","(Thomas, 1913)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Paramelomys,moncktoni,N/A,N/A,13127,"Paramelomys moncktoni","(Thomas, 1904)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Melomys,obiensis,N/A,N/A,13128,"Melomys obiensis","(Thomas, 1911)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Paramelomys,platyops,N/A,N/A,13129,"Paramelomys platyops","(Thomas, 1906)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Mammelomys,rattoides,N/A,N/A,13130,"Mammelomys rattoides","(Thomas, 1922)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Paramelomys,rubex,N/A,N/A,13131,"Paramelomys rubex","(Thomas, 1922)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Melomys,rubicola,N/A,N/A,13132,"Melomys rubicola","Thomas, 1924"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Melomys,rufescens,N/A,N/A,13133,"Melomys rufescens","(Alston, 1877)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Melomys,spechti,N/A,N/A,13134,"Melomys spechti","Flannery &amp; Wickler, 1990"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Taeromys,arcuatus,N/A,N/A,21328,"Taeromys arcuatus","(Tate &amp; Archbold, 1935)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Taeromys,callitrichus,N/A,N/A,21329,"Taeromys callitrichus","(Jentink, 1878)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Taeromys,celebensis,N/A,N/A,21330,"Taeromys celebensis","(J.E. Gray, 1867)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Taeromys,hamatus,N/A,N/A,21331,"Taeromys hamatus","(G.S. Miller &amp; Hollister, 1921)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Taeromys,punicans,N/A,N/A,21332,"Taeromys punicans","(J.S. Miller &amp; Hollister, 1921)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Taeromys,taerae,N/A,N/A,21333,"Taeromys taerae","(Sody, 1932)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Menetes,berdmorei,N/A,N/A,13144,"Menetes berdmorei","(Blyth, 1849)"
ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,TALPIDAE,Talpa,streeti,N/A,N/A,21347,"Talpa streeti","Lay, 1965"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,BATHYERGIDAE,Cryptomys,hottentotus,N/A,N/A,111932681,"Cryptomys hottentotus","(Lesson, 1826)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Meriones,arimalius,N/A,N/A,13159,"Meriones arimalius","Cheesman &amp; Hinton, 1924"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Meriones,chengi,N/A,N/A,13160,"Meriones chengi","Wang, 1964"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Meriones,crassus,N/A,N/A,13161,"Meriones crassus","Sundevall, 1842"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Neotamias,minimus,atristriatus,21353,"Neotamias minimus ssp. atristriatus","(V. Bailey, 1913)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Neotamias,quadrivittatus,australis,21354,"Neotamias quadrivittatus ssp. australis","(Patterson, 1980)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Meriones,dahli,N/A,N/A,13162,"Meriones dahli","Shidlovsky, 1962"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Neotamias,palmeri,N/A,N/A,21355,"Neotamias palmeri","(Merriam, 1897)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Meriones,hurrianae,N/A,N/A,13163,"Meriones hurrianae","Jordon, 1867"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Clethrionomys,centralis,N/A,N/A,4972,"Clethrionomys centralis","(G.S. Miller, 1906)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Meriones,libycus,N/A,N/A,13164,"Meriones libycus","Lichtenstein, 1823"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Neotamias,bulleri,N/A,N/A,21356,"Neotamias bulleri","(J.A. Allen, 1889)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Clethrionomys,glareolus,N/A,N/A,4973,"Clethrionomys glareolus","Schreber, 1780"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Neotamias,durangae,N/A,N/A,21357,"Neotamias durangae","(J.A. Allen, 1903)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Meriones,meridianus,N/A,N/A,13165,"Meriones meridianus","(Pallas, 1773)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Meriones,persicus,N/A,N/A,13166,"Meriones persicus","(Blanford, 1875)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Craseomys,rufocanus,N/A,N/A,4974,"Craseomys rufocanus","(Sundevall, 1846)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Neotamias,merriami,N/A,N/A,21358,"Neotamias merriami","(J.A. Allen, 1889)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Meriones,rex,N/A,N/A,13167,"Meriones rex","Yerbury &amp; Thomas, 1895"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Clethrionomys,rutilus,N/A,N/A,4975,"Clethrionomys rutilus","(Pallas, 1779)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Neotamias,obscurus,N/A,N/A,21359,"Neotamias obscurus","(J.A. Allen, 1890)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Eutamias,sibiricus,N/A,N/A,21360,"Eutamias sibiricus","(Laxmann, 1769)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Meriones,sacramenti,N/A,N/A,13168,"Meriones sacramenti","Thomas, 1922"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Clethrionomys,gapperi,soleus,4977,"Clethrionomys gapperi ssp. soleus","Hall &amp; Cockrum, 1952"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Neotamias,minimus,selkirki,21361,"Neotamias minimus ssp. selkirki","(Cowan, 1946)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Meriones,tamariscinus,N/A,N/A,13169,"Meriones tamariscinus","Pallas, 1773"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Meriones,tristrami,N/A,N/A,13170,"Meriones tristrami","Thomas, 1892"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Neotamias,umbrinus,nevadensis,21362,"Neotamias umbrinus ssp. nevadensis","(Burt, 1931)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Meriones,unguiculatus,N/A,N/A,13171,"Meriones unguiculatus","(Milne-Edwards, 1867)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Neotamias,umbrinus,sedulus,21363,"Neotamias umbrinus ssp. sedulus","(White, 1953)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,HEPTAXODONTIDAE,Clidomys,osborni,N/A,N/A,4980,"Clidomys osborni","Anthony, 1920"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Neotamias,canipes,N/A,N/A,21364,"Neotamias canipes","(V. Bailey, 1902)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Meriones,vinogradovi,N/A,N/A,13172,"Meriones vinogradovi","Heptner, 1931"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Meriones,zarudnyi,N/A,N/A,13173,"Meriones zarudnyi","Heptner, 1937"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,HEPTAXODONTIDAE,Clidomys,parvus,N/A,N/A,4981,"Clidomys parvus","Anthony, 1920"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,ECHIMYIDAE,Clyomys,bishopi,N/A,N/A,4988,"Clyomys bishopi","Ávila-Pires &amp; Wutke, 1981"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,ECHIMYIDAE,Clyomys,laticeps,N/A,N/A,4989,"Clyomys laticeps","(Thomas, 1909)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Tamiasciurus,hudsonicus,grahamensis,21377,"Tamiasciurus hudsonicus ssp. grahamensis","(J.A. Allen, 1894)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Otomys,karoensis,N/A,N/A,111949037,"Otomys karoensis","Roberts, 1931"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Tamiasciurus,mearnsi,N/A,N/A,21378,"Tamiasciurus mearnsi","Townsend, 1897"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Tamiops,mcclellandii,N/A,N/A,21379,"Tamiops mcclellandii","(Horsfield, 1840)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Tamiops,maritimus,N/A,N/A,21380,"Tamiops maritimus","(Bonhote, 1900)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Tamiops,rodolphii,N/A,N/A,21381,"Tamiops rodolphii","(Milne-Edwards, 1867)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Tamiops,swinhoei,N/A,N/A,21382,"Tamiops swinhoei","(Milne-Edwards, 1874)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Otomys,fortior,N/A,N/A,48009551,"Otomys fortior","Thomas, 1906"
ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,ERINACEIDAE,Mesechinus,hughi,N/A,N/A,13209,"Mesechinus hughi","(Thomas, 1908)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Mesembriomys,gouldii,N/A,N/A,13211,"Mesembriomys gouldii","(Gray, 1843)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Mesembriomys,macrurus,N/A,N/A,13212,"Mesembriomys macrurus","(Peters, 1876)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CAPROMYIDAE,Mesocapromys,angelcabrerai,N/A,N/A,13215,"Mesocapromys angelcabrerai","(Varona, 1979)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CAPROMYIDAE,Mesocapromys,auritus,N/A,N/A,13216,"Mesocapromys auritus","(Varona, 1970)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CAPROMYIDAE,Mesocapromys,nanus,N/A,N/A,13217,"Mesocapromys nanus","(G.M. Allen, 1917)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CAPROMYIDAE,Mesocapromys,sanfelipensis,N/A,N/A,13218,"Mesocapromys sanfelipensis","(Varona &amp; Garrido, 1970)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Mesocricetus,auratus,N/A,N/A,13219,"Mesocricetus auratus","(Waterhouse, 1839)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Mesocricetus,brandti,N/A,N/A,13220,"Mesocricetus brandti","(Nehring, 1898)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Mesocricetus,newtoni,N/A,N/A,13221,"Mesocricetus newtoni","(Nehring, 1898)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Mesocricetus,raddei,N/A,N/A,13222,"Mesocricetus raddei","(Nehring, 1894)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,ECHIMYIDAE,Makalata,didelphoides,N/A,N/A,13233,"Makalata didelphoides","(Desmarest, 1817)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,ECHIMYIDAE,Mesomys,hispidus,N/A,N/A,13234,"Mesomys hispidus","(Desmarest, 1817)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Microtus,elbeyli,N/A,N/A,112465222,"Microtus elbeyli","Yiğit, Çolak &amp; Sözen, 2016"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Brassomys,albidens,N/A,N/A,5042,"Brassomys albidens","(Tate, 1951)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,ECHIMYIDAE,Mesomys,leniceps,N/A,N/A,13235,"Mesomys leniceps","Thomas, 1926"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,ECHIMYIDAE,Makalata,obscura,N/A,N/A,13236,"Makalata obscura","(Wagner, 1840)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,ECHIMYIDAE,Mesomys,stimulax,N/A,N/A,13237,"Mesomys stimulax","Thomas, 1911"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,HETEROMYIDAE,Heteromys,desmarestianus,N/A,N/A,47804700,"Heteromys desmarestianus","Gray, 1868"
ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,ERINACEIDAE,Erinaceus,europaeus,N/A,N/A,29650,"Erinaceus europaeus","Linnaeus, 1758"
ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Crocidura,leucodon,N/A,N/A,29651,"Crocidura leucodon","(Hermann, 1780)"
ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Crocidura,russula,N/A,N/A,29652,"Crocidura russula","(Hermann, 1780)"
ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Crocidura,gueldenstaedtii,N/A,N/A,29653,"Crocidura gueldenstaedtii","(Pallas, 1811)"
ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Crocidura,serezkyensis,N/A,N/A,29654,"Crocidura serezkyensis","Laptev, 1929"
ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Crocidura,sicula,N/A,N/A,29655,"Crocidura sicula","Miller, 1900"
ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Crocidura,suaveolens,N/A,N/A,29656,"Crocidura suaveolens","(Pallas, 1811)"
ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Neomys,anomalus,N/A,N/A,29657,"Neomys anomalus","Cabrera, 1907"
ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Neomys,fodiens,N/A,N/A,29658,"Neomys fodiens","(Pennant, 1771)"
ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Neomys,teres,N/A,N/A,29659,"Neomys teres","Miller, 1908"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,ERETHIZONTIDAE,Coendou,bicolor,N/A,N/A,5083,"Coendou bicolor","(Tschudi, 1844)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,ERETHIZONTIDAE,Coendou,nycthemera,N/A,N/A,5084,"Coendou nycthemera","(Olfers, 1818)"
ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Sorex,alpinus,N/A,N/A,29660,"Sorex alpinus","Schinz, 1837"
ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Sorex,araneus,N/A,N/A,29661,"Sorex araneus","Linnaeus, 1758"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,ERETHIZONTIDAE,Coendou,prehensilis_old,N/A,N/A,5085,"Coendou prehensilis_old","(Linnaeus, 1758)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,ERETHIZONTIDAE,Coendou,rothschildi,N/A,N/A,5086,"Coendou rothschildi","Thomas, 1902"
ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Sorex,caecutiens,N/A,N/A,29662,"Sorex caecutiens","Laxmann, 1788"
ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Sorex,coronatus,N/A,N/A,29663,"Sorex coronatus","Millet, 1828"
ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Sorex,granarius,N/A,N/A,29664,"Sorex granarius","Miller, 1910"
ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Sorex,isodon,N/A,N/A,29665,"Sorex isodon","Turov, 1924"
ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Sorex,minutissimus,N/A,N/A,29666,"Sorex minutissimus","Zimmermann, 1780"
ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Sorex,minutus,N/A,N/A,29667,"Sorex minutus","Linnaeus, 1766"
ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Sorex,raddei,N/A,N/A,29668,"Sorex raddei","Satunin, 1895"
ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Sorex,volnuchini,N/A,N/A,29670,"Sorex volnuchini","Ognev, 1922"
ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Suncus,etruscus_old,N/A,N/A,29671,"Suncus etruscus_old","(Savi, 1822)"
ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Crocidura,suaveolens,ariadne,29677,"Crocidura suaveolens ssp. ariadne","Pieper, 1979"
ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Crocidura,russula,cypria,29678,"Crocidura russula ssp. cypria","Bate, 1904"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,ECHIMYIDAE,Pattonomys,punctatus,N/A,N/A,90386776,"Pattonomys punctatus","(Thomas, 1899)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Tarsomys,apoensis,N/A,N/A,21495,"Tarsomys apoensis","Mearns, 1905"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Tarsomys,echinatus,N/A,N/A,21496,"Tarsomys echinatus","Musser &amp; Heaney, 1992"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Rhipidomys,emiliae,N/A,N/A,136195,"Rhipidomys emiliae","(J.A. Allen, 1916)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Eothenomys,wardi,N/A,N/A,136196,"Eothenomys wardi","(Thomas, 1912)"
ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,ERINACEIDAE,Hylomys,megalotis,N/A,N/A,136193,"Hylomys megalotis","Jenkins &amp; M.F. Robinson, 2002"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Tateomys,macrocercus,N/A,N/A,21507,"Tateomys macrocercus","Musser, 1982"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Tateomys,rhinogradoides,N/A,N/A,21508,"Tateomys rhinogradoides","Musser, 1969"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Gerbilliscus,afra,N/A,N/A,21509,"Gerbilliscus afra","(Gray, 1830)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Gerbilliscus,boehmi,N/A,N/A,21510,"Gerbilliscus boehmi","(Noack, 1887)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,montensis,N/A,N/A,136197,"Akodon montensis","Thomas, 1913"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Gerbilliscus,brantsii,N/A,N/A,21511,"Gerbilliscus brantsii","(Smith, 1836)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CAVIIDAE,Microcavia,australis,N/A,N/A,13319,"Microcavia australis","(I. Geoffroy &amp; d’Orbigny, 1833)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Brucepattersonius,paradisus,N/A,N/A,136198,"Brucepattersonius paradisus","Mares &amp; Braun, 2000"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Gerbilliscus,guineae,N/A,N/A,21512,"Gerbilliscus guineae","(Thomas, 1910)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CAVIIDAE,Microcavia,niata,N/A,N/A,13320,"Microcavia niata","(Thomas, 1898)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Gerbilliscus,inclusus,N/A,N/A,21513,"Gerbilliscus inclusus","(Thomas &amp; Wroughton, 1908)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CAVIIDAE,Microcavia,shiptoni,N/A,N/A,13321,"Microcavia shiptoni","(Thomas, 1925)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Tatera,indica,N/A,N/A,21514,"Tatera indica","(Hardwicke, 1807)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Gerbilliscus,kempi,N/A,N/A,21515,"Gerbilliscus kempi","(Wroughton, 1906)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Gerbilliscus,leucogaster,N/A,N/A,21516,"Gerbilliscus leucogaster","(Peters, 1852)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Gerbilliscus,nigricaudus,N/A,N/A,21517,"Gerbilliscus nigricaudus","(Peters, 1878)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Gerbilliscus,phillipsi,N/A,N/A,21518,"Gerbilliscus phillipsi","(de Winton, 1898)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Oxymycterus,amazonicus,N/A,N/A,136205,"Oxymycterus amazonicus","Hershkovitz, 1994"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Gerbilliscus,robustus,N/A,N/A,21519,"Gerbilliscus robustus","(Cretzschmar, 1826)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Gerbilliscus,validus,N/A,N/A,21520,"Gerbilliscus validus","(Bocage, 1890)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Taterillus,arenarius,N/A,N/A,21521,"Taterillus arenarius","Robbins, 1974"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Taterillus,congicus,N/A,N/A,21522,"Taterillus congicus","Thomas, 1915"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Taterillus,emini,N/A,N/A,21523,"Taterillus emini","(Thomas, 1892)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Taterillus,gracilis,N/A,N/A,21524,"Taterillus gracilis","(Thomas, 1892)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Microdillus,peeli,N/A,N/A,13332,"Microdillus peeli","(de Winton, 1898)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Rhipidomys,modicus,N/A,N/A,136210,"Rhipidomys modicus","Thomas, 1926"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,GEOMYIDAE,Cratogeomys,fulvescens,N/A,N/A,136215,"Cratogeomys fulvescens","Merriam, 1895"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Taterillus,harringtoni,N/A,N/A,21525,"Taterillus harringtoni","(Thomas, 1906)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,HETEROMYIDAE,Microdipodops,megacephalus,atrirelictus,13333,"Microdipodops megacephalus ssp. atrirelictus","Hafner"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Microtus,paradoxus,N/A,N/A,136216,"Microtus paradoxus","(Ognev &amp; Heptner, 1928)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Taterillus,lacustris,N/A,N/A,21526,"Taterillus lacustris","(Thomas &amp; Wroughton, 1907)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,HETEROMYIDAE,Microdipodops,megacephalus,nexus,13334,"Microdipodops megacephalus ssp. nexus","Hall, 1941"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Taterillus,petteri,N/A,N/A,21527,"Taterillus petteri","Gautun, Tranier &amp; Sicard, 1985"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,HETEROMYIDAE,Microdipodops,pallidus,restrictus,13335,"Microdipodops pallidus ssp. restrictus","Hafner"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Taterillus,pygargus,N/A,N/A,21528,"Taterillus pygargus","(F. Cuvier, 1838)"
ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Suncus,aequatorius,N/A,N/A,136224,"Suncus aequatorius","Heller, 1912"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,ECHIMYIDAE,Trinomys,gratiosus,N/A,N/A,136221,"Trinomys gratiosus","(Moojen, 1948)"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Colomys,goslingi,N/A,N/A,5151,"Colomys goslingi","Thomas &amp; Wroughton, 1907"
ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CAVIIDAE,Kerodon,acrobata,N/A,N/A,136222,"Kerodon acrobata","Moojen, Locks &amp; Langguth, 1997"
